Bắt	Arrest-jail	O	T33	Person-Arg:T34 
,	O	O	O	N
chỉ	O	O	O	N
có	O	O	O	N
họ	O	O	O	N
và	O	O	O	N
mục_sư	O	O	O	N
,	O	O	O	N
cùng	O	O	O	N
một	O	O	O	N
người	O	O	O	N
làm_chứng	O	O	O	N
.	O	O	O	N

Sau	O	O	O	N
sự_việc	O	O	O	N
,	O	O	O	N
đôi	O	PER	T10	N
vợ_chồng	O	PER	T10	N
qua	Transport	O	T11	Destination-Arg:T12 Artifact-Arg:T10 
Tây_Ban_Nha	O	GPE	T12	N
gặp	Meet	O	T21	Entity-Arg:T10 Entity-Arg2:T24 
bố_mẹ	O	PER	T24	N
Rosie	O	PER	T24	N
,	O	O	O	N
rồi	O	O	O	N
đến	Transport	O	T13	Destination-Arg:T14 Artifact-Arg:T10 
Scotland	O	GPE	T14	N
gặp	Meet	O	T22	Entity-Arg:T10 Entity-Arg2:T23 
bố_mẹ	O	PER	T23	N
Josh	O	PER	T23	N
,	O	O	O	N
cùng	O	O	O	N
một_vài	O	O	O	N
kế_hoạch	O	O	O	N
thử	O	O	O	N
các	O	O	O	N
bộ_phim	O	O	O	N
mới	O	O	O	N
.	O	O	O	N

Nhưng	O	O	O	N
,	O	O	O	N
lúc	O	O	O	N
này	O	O	O	N
cô	O	O	O	N
ốm	O	O	O	N
lên	O	O	O	N
xuống	O	O	O	N
.	O	O	O	N

Hoá_ra	O	O	O	N
cô	O	O	O	N
đã	O	O	O	N
mang_thai	O	O	O	N
.	O	O	O	N

Cô	O	O	O	N
mang_thai	O	O	O	N
.	O	O	O	N

Em	O	PER	T15	N
bé	O	PER	T15	N
của	O	O	O	N
họ	O	O	O	N
sẽ	O	O	O	N
chào_đời	O	O	O	N
vào	O	O	O	N
tháng	O	TIME	T17	N
Giêng	O	TIME	T17	N
2019	O	TIME	T17	N
.	O	O	O	N

Ảnh	O	O	O	N
:	O	O	O	N
The_Sun	O	O	O	N
.	O	O	O	N

"	O	O	O	N
Cha_mẹ	O	O	O	N
của	O	O	O	N
Josh	O	O	O	N
đã	O	O	O	N
vô_cùng	O	O	O	N
ngạc_nhiên	O	O	O	N
khi	O	O	O	N
chúng_tôi	O	PER	T25	N
thông_báo	O	O	O	N
kết_hôn	Marry	O	T26	Person-Arg:T25 
và	O	O	O	N
còn	O	O	O	N
sốc	O	O	O	N
hơn_nữa	O	O	O	N
khi	O	O	O	N
biết	O	O	O	N
đã	O	O	O	N
lên	O	O	O	N
chức	O	O	O	N
ông_bà	O	O	O	N
,	O	O	O	N
sau	O	O	O	N
lần	O	O	O	N
gặp	O	O	O	N
đầu	O	O	O	N
vài	O	O	O	N
ngày	O	O	O	N
.	O	O	O	N

Cha_mẹ	O	O	O	N
tôi	O	O	O	N
cũng	O	O	O	N
sốc	O	O	O	N
không	O	O	O	N
kém	O	O	O	N
,	O	O	O	N
nhưng	O	O	O	N
họ	O	O	O	N
nhanh_chóng	O	O	O	N
vui_vẻ	O	O	O	N
"	O	O	O	N
,	O	O	O	N
cô	O	O	O	N
chia_sẻ	O	O	O	N
.	O	O	O	N

Bảo_Nhiên	O	O	O	N

223	O	PER	T1	N
nữ_sinh	O	PER	T1	N
bị	Attack	O	T2	Target-Arg:T1 
bắt_cóc	Attack	O	T2	Target-Arg:T1 
phục_vụ	O	O	O	N
nhu_cầu	O	O	O	N
tình_dục	O	O	O	N
?	O	O	O	N

Cơ_quan_chức_năng	O	O	O	N
Nigeria	O	O	O	N
xác_nhận	O	O	O	N
tổng_cộng	O	O	O	N
có	O	O	O	N
276	O	PER	T3	N
nữ_sinh	O	PER	T3	N
thuộc	O	O	O	N
một	O	O	O	N
trường	O	O	O	N
nội_trú	O	O	O	N
bị	Attack	O	T4	Target-Arg:T3 Time-Arg:T5 
bắt_cóc	Attack	O	T4	Target-Arg:T3 Time-Arg:T5 
hồi	O	O	O	N
tháng	O	TIME	T5	N
trước	O	TIME	T5	N
,	O	O	O	N
tuy_nhiên	O	O	O	N
53	O	O	O	N
em_gái	O	O	O	N
trong	O	O	O	N
số	O	O	O	N
này	O	O	O	N
đã	O	O	O	N
trốn	O	O	O	N
thoát	O	O	O	N
.	O	O	O	N

Cảnh_sát	O	O	O	N
cho_hay	O	O	O	N
223	O	O	O	N
nạn_nhân	O	O	O	N
còn	O	O	O	N
lại	O	O	O	N
hiện	O	O	O	N
vẫn	O	O	O	N
đang	O	O	O	N
trong	O	O	O	N
tay	O	O	O	N
của	O	O	O	N
những	O	O	O	N
kẻ	O	O	O	N
bắt_cóc	O	O	O	N
.	O	O	O	N

Ngôi	O	O	O	N
trường	O	O	O	N
nơi	O	O	O	N
xảy	O	O	O	N
ra	O	O	O	N
vụ	O	O	O	N
bắt_cóc	O	O	O	N

Người_dân	O	PER	T6	N
giương	Demonstrate	O	T7	Entity-Arg:T6 
biểu_ngữ	O	O	O	N
với	O	O	O	N
mong_muốn	O	O	O	N
chính_phủ	O	O	O	N
cần	O	O	O	N
hành_động	O	O	O	N
nhiều	O	O	O	N
hơn_nữa	O	O	O	N

Theo	O	O	O	N
một	O	O	O	N
báo_cáo	O	O	O	N
được	O	O	O	N
đưa	O	O	O	N
ra	O	O	O	N
trước	O	O	O	N
đó	O	O	O	N
,	O	O	O	N
nhà_chức_trách	O	O	O	N
cho	O	O	O	N
rằng	O	O	O	N
có	O	O	O	N
khoảng	O	O	O	N
230	O	PER	T8	N
nữ_sinh	O	PER	T8	N
bị	Attack	O	T9	Target-Arg:T8 Time-Arg:T10 Place-Arg:T11 
bắt_cóc	Attack	O	T9	Target-Arg:T8 Time-Arg:T10 Place-Arg:T11 
trong	O	O	O	N
đêm	O	TIME	T10	N
khuya	O	TIME	T10	N
tại	O	O	O	N
một	O	GPE	T11	N
trường	O	GPE	T11	N
trung_học	O	GPE	T11	N
trong	O	GPE	T11	N
khu_vực	O	GPE	T11	N
ở	O	GPE	T11	N
phía	O	GPE	T11	N
đông	O	GPE	T11	N
bắc	O	GPE	T11	N
Nigeria	O	GPE	T11	N
,	O	O	O	N
nơi	O	O	O	N
nhóm	O	O	O	N
Hồi_giáo	O	O	O	N
Boko_Haram	O	O	O	N
hoạt_động	O	O	O	N
,	O	O	O	N
và	O	O	O	N
gần	O	O	O	N
200	O	O	O	N
em	O	O	O	N
còn	O	O	O	N
mất_tích	O	O	O	N
.	O	O	O	N

Trên	O	O	O	N
thực_tế	O	O	O	N
con_số	O	O	O	N
này	O	O	O	N
còn	O	O	O	N
cao	O	O	O	N
hơn	O	O	O	N
nhiều	O	O	O	N
khi	O	O	O	N
cảnh_sát	O	O	O	N
và	O	O	O	N
các	O	O	O	N
cơ_quan	O	O	O	N
an_ninh	O	O	O	N
tiến_hành	O	O	O	N
điều_tra	O	O	O	N
kỹ_lưỡng	O	O	O	N
và	O	O	O	N
xác_định	O	O	O	N
số	O	O	O	N
nạn_nhân	O	O	O	N
thông_qua	O	O	O	N
hồ_sơ	O	O	O	N
nhập_học	O	O	O	N
của	O	O	O	N
các	O	O	O	N
em	O	O	O	N
.	O	O	O	N

Ông	O	O	O	N
Lawan_Tanko	O	O	O	N
,	O	O	O	N
đại_diện	O	O	O	N
cơ_quan	O	O	O	N
cảnh_sát	O	O	O	N
tiểu_bang	O	O	O	N
Borno	O	O	O	N
cho_biết	O	O	O	N
danh_sách	O	O	O	N
các	O	O	O	N
nạn_nhân	O	O	O	N
có_thể	O	O	O	N
vẫn	O	O	O	N
chưa	O	O	O	N
hoàn_toàn	O	O	O	N
đầy_đủ	O	O	O	N
,	O	O	O	N
do	O	O	O	N
nhiều	O	O	O	N
bậc	O	O	O	N
phụ_huynh	O	O	O	N
đã	O	O	O	N
không	O	O	O	N
khai_báo	O	O	O	N
tên	O	O	O	N
con	O	O	O	N
mình	O	O	O	N
,	O	O	O	N
chính	O	O	O	N
vì_vậy	O	O	O	N
cảnh_sát	O	O	O	N
đang	O	O	O	N
kêu_gọi	O	O	O	N
cha_mẹ	O	O	O	N
có	O	O	O	N
con_gái	O	O	O	N
bị	O	O	O	N
mất_tích	O	O	O	N
tại	O	O	O	N
trường	O	O	O	N
cần	O	O	O	N
phải	O	O	O	N
lên_tiếng	O	O	O	N

Được	O	O	O	N
biết	O	O	O	N
đêm_ngày	O	TIME	T24	N
16/4	O	TIME	T24	N
,	O	O	O	N
tại	O	O	O	N
thị_trấn	O	O	O	N
Chibok	O	O	O	N
,	O	O	O	N
những	O	PER	T12	N
người	O	PER	T12	N
đàn_ông	O	PER	T12	N
có	O	O	O	N
vũ_trang	O	O	O	N
đã	O	O	O	N
đột_nhập	Attack	O	T13	Attacker-Arg:T12 Time-Arg:T24 
khuôn_viên	O	O	O	N
nhà_trường	O	O	O	N
,	O	O	O	N
lôi	O	O	O	N
các	O	PER	T15	N
nữ_sinh	O	PER	T15	N
ra	O	O	O	N
khỏi	O	O	O	N
giường	O	O	O	N
và	O	O	O	N
ép	O	O	O	N
họ	O	O	O	N
vào	O	O	O	N
xe_tải	O	O	O	N
rồi	O	O	O	N
chở	Transport	O	T14	Agent-Arg:T12 Artifact-Arg:T15 
đi	Transport	O	T14	Agent-Arg:T12 Artifact-Arg:T15 
.	O	O	O	N

Đoàn	O	O	O	N
xe	O	O	O	N
gồm	O	O	O	N
nhiều	O	O	O	N
xe_tải	O	O	O	N
sau	O	O	O	N
đó	O	O	O	N
đã	O	O	O	N
biến	O	O	O	N
mất	O	O	O	N
vào	O	O	O	N
rừng	O	O	O	N
rậm	O	O	O	N
thuộc	O	O	O	N
khu_vực	O	O	O	N
giáp	O	O	O	N
biên_giới	O	O	O	N
với	O	O	O	N
Cameroon	O	O	O	N
.	O	O	O	N

Người_dân	O	O	O	N
Nigeria	O	O	O	N
cầm	O	O	O	N
tờ	O	O	O	N
giấy	O	O	O	N
với	O	O	O	N
yêu_cầu	O	O	O	N
trả	O	O	O	N
tự_do	O	O	O	N
cho	O	O	O	N
những	O	O	O	N
nữ_sinh	O	PER	T16	N
bị	O	O	O	N
bắt_cóc	Attack	O	T17	Target-Arg:T16 

Người_dân	O	O	O	N
Nigeria	O	O	O	N
tỏ	O	O	O	N
ra	O	O	O	N
bất_bình	O	O	O	N
và	O	O	O	N
cho_rằng	O	O	O	N
chính_quyền	O	O	O	N
đã	O	O	O	N
hành_động	O	O	O	N
chưa	O	O	O	N
đủ	O	O	O	N
trong	O	O	O	N
việc	O	O	O	N
giải_quyết	O	O	O	N
vụ_việc	O	O	O	N
.	O	O	O	N

Trước	O	O	O	N
đòi_hỏi	O	O	O	N
chính_phủ	O	O	O	N
phải	O	O	O	N
hành_động	O	O	O	N
hơn_nữa	O	O	O	N
của	O	O	O	N
người_dân	O	O	O	N
,	O	O	O	N
Bộ	O	O	O	N
Quốc_phòng	O	O	O	N
Nigeria	O	O	O	N
cam_kết	O	O	O	N
sẽ	O	O	O	N
tiếp_tục	O	O	O	N
tìm_kiếm	O	O	O	N
.	O	O	O	N

Nhóm	O	O	O	N
chiến_binh	O	O	O	N
Hồi_giáo	O	O	O	N
Boko_Haram	O	O	O	N
đặc_biệt	O	O	O	N
phản_đối	O	O	O	N
việc	O	O	O	N
giáo_dục	O	O	O	N
dành	O	O	O	N
cho	O	O	O	N
phụ_nữ	O	O	O	N
,	O	O	O	N
cho_rằng	O	O	O	N
phụ_nữ	O	PER	T18	N
chỉ	O	O	O	N
cần	O	O	O	N
ở	O	O	O	N
nhà	O	O	O	N
nuôi	O	O	O	N
dạy	O	O	O	N
con_cái	O	O	O	N
và	O	O	O	N
chăm_sóc	O	O	O	N
chồng	O	O	O	N
của	O	O	O	N
mình	O	O	O	N
,	O	O	O	N
không	O	O	O	N
cần	O	O	O	N
phải	O	O	O	N
đến	Transport	O	T19	Agent-Arg:T18 Destination-Arg:T20 
trường	O	FAC	T20	N
để	O	O	O	N
học	O	O	O	N
đọc	O	O	O	N
,	O	O	O	N
học	O	O	O	N
viết	O	O	O	N
.	O	O	O	N

Tuy_nhiên	O	O	O	N
các	O	O	O	N
tổ_chức	O	O	O	N
nhân_quyền	O	O	O	N
lại	O	O	O	N
cho	O	O	O	N
rằng	O	O	O	N
,	O	O	O	N
những	O	PER	T21	N
chiến_binh	O	PER	T21	N
của	O	O	O	N
Boko_Haram	O	O	O	N
đã	O	O	O	N
bắt_cóc	Attack	O	T22	Attacker-Arg:T21 Target-Arg:T23 
nữ_sinh	O	PER	T23	N
để	O	O	O	N
phục_dịch	O	O	O	N
cũng	O	O	O	N
như	O	O	O	N
thoả_mãn	O	O	O	N
nhu_cầu	O	O	O	N
tình_dục	O	O	O	N
của	O	O	O	N
họ	O	O	O	N
.	O	O	O	N

Theo	O	O	O	N
Khánh_Dương	O	O	O	N

Trung_Quốc	O	O	O	N
tức_giận	O	O	O	N
vì	O	O	O	N
Canada	O	GPE	T2	N
bắt_đầu	O	O	O	N
quy_trình	O	O	O	N
dẫn_độ	Extradite	O	T1	Person-Arg:T3 Agent-Arg:T2 
Mạnh_Vãn_Chu	O	PER	T3	N
.	O	O	O	N

Giám_đốc	O	O	O	N
tài_chính	O	O	O	N
Huawei_Mạnh_Vãn_Chu	O	O	O	N
.	O	O	O	N

Ảnh	O	O	O	N
:	O	O	O	N
Canadian_Press	O	O	O	N
.	O	O	O	N

"	O	O	O	N
Phía	O	O	O	N
Trung_Quốc	O	O	O	N
hoàn_toàn	O	O	O	N
không	O	O	O	N
hài_lòng	O	O	O	N
và	O	O	O	N
kiên_quyết	O	O	O	N
phản_đối	O	O	O	N
việc	O	O	O	N
Canada	O	O	O	N
ban_hành	O	O	O	N
tài_liệu	O	O	O	N
Phê_chuẩn	O	O	O	N
Tiến_hành	O	O	O	N
về	O	O	O	N
trường_hợp	O	O	O	N
của	O	O	O	N
Mạnh_Vãn_Chu	O	O	O	N
.	O	O	O	N

Đây	O	O	O	N
không	O	O	O	N
phải	O	O	O	N
là	O	O	O	N
một	O	O	O	N
vụ	O	O	O	N
án	O	O	O	N
được	O	O	O	N
xét_xử	Trial-hearing	O	T4	
đơn_thuần	O	O	O	N
mà	O	O	O	N
là	O	O	O	N
một	O	O	O	N
cuộc	O	O	O	N
đàn_áp	O	O	O	N
chính_trị	O	O	O	N
chống	O	O	O	N
lại	O	O	O	N
những	O	O	O	N
doanh_nghiệp	O	O	O	N
công_nghệ_cao	O	O	O	N
của	O	O	O	N
Trung_Quốc	O	O	O	N
"	O	O	O	N
,	O	O	O	N
CGTN	O	O	O	N
dẫn	O	O	O	N
tuyên_bố	O	O	O	N
ngày	O	O	O	N
1/3	O	O	O	N
của	O	O	O	N
Đại_sứ_quán	O	O	O	N
Trung_Quốc	O	O	O	N
tại	O	O	O	N
Canada	O	O	O	N
cho_hay	O	O	O	N
.	O	O	O	N

Tuyên_bố	O	O	O	N
được	O	O	O	N
đưa	O	O	O	N
ra	O	O	O	N
sau	O	O	O	N
khi	O	O	O	N
quan_chức	O	O	O	N
Bộ	O	O	O	N
Tư_pháp	O	O	O	N
Canada	O	O	O	N
ra	O	O	O	N
tài_liệu	O	O	O	N
Phê_chuẩn	O	O	O	N
Tiến_hành	O	O	O	N
,	O	O	O	N
chính_thức	O	O	O	N
bắt_đầu	O	O	O	N
quá_trình	O	O	O	N
dẫn_độ	Extradite	O	T5	Person-Arg:T6 Destination-Arg:T7 
giám_đốc	O	PER	T6	N
tài_chính	O	PER	T6	N
Huawei_Mạnh_Vãn_Chu	O	PER	T6	N
sang	O	O	O	N
Mỹ	O	GPE	T7	N
.	O	O	O	N

Bà	O	O	O	N
Mạnh	O	O	O	N
sẽ	O	O	O	N
ra	O	O	O	N
toà	O	O	O	N
vào	O	O	O	N
ngày	O	O	O	N
6/3	O	O	O	N
,	O	O	O	N
nơi	O	O	O	N
các	O	O	O	N
công_tố_viên	O	O	O	N
trình_bày	O	O	O	N
bằng_chứng	O	O	O	N
chống	O	O	O	N
lại	O	O	O	N
bà	O	O	O	N
và	O	O	O	N
đưa	O	O	O	N
ra	O	O	O	N
các	O	O	O	N
lập_luận	O	O	O	N
chi_tiết	O	O	O	N
cho	O	O	O	N
việc	O	O	O	N
dẫn_độ	Extradite	O	T8	
.	O	O	O	N

Toà_án	O	O	O	N
Canada	O	O	O	N
sau	O	O	O	N
đó	O	O	O	N
sẽ	O	O	O	N
xác_định	O	O	O	N
liệu	O	O	O	N
có	O	O	O	N
đủ	O	O	O	N
bằng_chứng	O	O	O	N
cho	O	O	O	N
thấy	O	O	O	N
Mạnh_Vãn_Chu	O	PER	T9	N
cần	O	O	O	N
bị	O	O	O	N
dẫn_độ	Extradite	O	T10	Person-Arg:T9 
hay	O	O	O	N
không	O	O	O	N
.	O	O	O	N

Bộ_trưởng	O	PER	T12	N
Tư_pháp	O	PER	T12	N
Canada	O	PER	T12	N
là	O	O	O	N
người	O	O	O	N
ra	O	O	O	N
quyết_định	O	O	O	N
cuối_cùng	O	O	O	N
về	O	O	O	N
việc	O	O	O	N
dẫn_độ	Extradite	O	T11	Agent-Arg:T12 
.	O	O	O	N

"	O	O	O	N
Cái	O	O	O	N
gọi	O	O	O	N
là	O	O	O	N
nguyên_tắc	O	O	O	N
pháp_trị	O	O	O	N
và	O	O	O	N
độc_lập	O	O	O	N
về	O	O	O	N
tư_pháp	O	O	O	N
mà	O	O	O	N
Canada	O	O	O	N
khẳng_định	O	O	O	N
không_thể	O	O	O	N
che_đậy	O	O	O	N
được	O	O	O	N
những	O	O	O	N
sai_lầm	O	O	O	N
của	O	O	O	N
phía	O	O	O	N
Canada	O	O	O	N
trong	O	O	O	N
trường_hợp	O	O	O	N
Mạnh_Vãn_Chu	O	O	O	N
"	O	O	O	N
,	O	O	O	N
tuyên_bố	O	O	O	N
của	O	O	O	N
đại_sứ_quán	O	O	O	N
Trung_Quốc	O	O	O	N
nêu	O	O	O	N
thêm	O	O	O	N
,	O	O	O	N
đồng_thời	O	O	O	N
nhấn_mạnh	O	O	O	N
rằng	O	O	O	N
Canada	O	O	O	N
nên	O	O	O	N
từ_chối	O	O	O	N
yêu_cầu	O	O	O	N
dẫn_độ	Extradite	O	T13	Person-Arg:T15 
và	O	O	O	N
lập_tức	O	O	O	N
thả	Release-parole	O	T14	Person-Arg:T15 
bà	O	PER	T15	N
Mạnh	O	PER	T15	N
.	O	O	O	N

Mạnh	O	PER	T16	N
Vãn_Chu	O	PER	T16	N
,	O	PER	T16	N
47	O	PER	T16	N
tuổi	O	PER	T16	N
,	O	PER	T16	N
con_gái	O	PER	T16	N
người	O	PER	T16	N
sáng_lập	O	PER	T16	N
tập_đoàn	O	PER	T16	N
viễn_thông	O	PER	T16	N
Huawei_Nhậm_Chính_Phi	O	PER	T16	N
,	O	O	O	N
bị	O	O	O	N
Canada	O	GPE	T17	N
bắt	Arrest-jail	O	T18	Agent-Arg:T17 Time-Arg:T19 Person-Arg:T16 
hôm	O	O	O	N
1/12/2018	O	TIME	T19	N
theo	O	O	O	N
đề_nghị	O	O	O	N
của	O	O	O	N
Mỹ	O	O	O	N
.	O	O	O	N

Bà	O	O	O	N
Mạnh	O	O	O	N
hiện_tại	O	O	O	N
ngoại	O	O	O	N
ở	O	O	O	N
Vancouver	O	O	O	N
.	O	O	O	N

Mỹ	O	O	O	N
hồi	O	O	O	N
tháng	O	O	O	N
một	O	O	O	N
truy_tố	O	O	O	N
Huawei	O	O	O	N
và	O	O	O	N
Mạnh_Vãn_Chu	O	O	O	N
23	O	O	O	N
tội_danh	O	O	O	N
,	O	O	O	N
trong	O	O	O	N
đó	O	O	O	N
có	O	O	O	N
rửa	O	O	O	N
tiền	O	O	O	N
,	O	O	O	N
lừa_đảo	O	O	O	N
,	O	O	O	N
đánh_cắp	O	O	O	N
tài_sản	O	O	O	N
trí_tuệ	O	O	O	N
và	O	O	O	N
vi_phạm	O	O	O	N
lệnh	O	O	O	N
trừng_phạt	O	O	O	N
Iran	O	O	O	N
.	O	O	O	N

Trung_Quốc	O	O	O	N
nhiều	O	O	O	N
lần	O	O	O	N
kêu_gọi	O	O	O	N
Canada	O	GPE	T20	N
thả	Release-parole	O	T21	Person-Arg:T22 Entity-Arg:T20 
người	O	PER	T22	N
,	O	O	O	N
cảnh_báo	O	O	O	N
Ottawa	O	O	O	N
sẽ	O	O	O	N
phải	O	O	O	N
chịu	O	O	O	N
hậu_quả	O	O	O	N
nghiêm_trọng	O	O	O	N
nếu	O	O	O	N
không	O	O	O	N
làm	O	O	O	N
vậy	O	O	O	N
.	O	O	O	N

Một	O	O	O	N
cố_vấn	O	O	O	N
cấp	O	O	O	N
cao	O	O	O	N
của	O	O	O	N
đảng	O	O	O	N
Cộng_sản	O	O	O	N
Trung_Quốc	O	O	O	N
tháng	O	O	O	N
trước	O	O	O	N
nói	O	O	O	N
rằng	O	O	O	N
Mạnh_Vãn_Chu	O	PER	T24	N
sẽ	O	O	O	N
được	O	O	O	N
thả	Release-parole	O	T23	Person-Arg:T24 
trong	O	O	O	N
vài	O	O	O	N
tuần	O	O	O	N
tới	O	O	O	N
nhờ	O	O	O	N
đàm_phán	O	O	O	N
thương_mại	O	O	O	N
Mỹ	O	O	O	N
-	O	O	O	N
Trung	O	O	O	N
đang	O	O	O	N
diễn	O	O	O	N
ra	O	O	O	N
thuận_lợi	O	O	O	N
và	O	O	O	N
các	O	O	O	N
biện_pháp	O	O	O	N
đối_phó	O	O	O	N
mà	O	O	O	N
Trung_Quốc	O	O	O	N
đã	O	O	O	N
thực_hiện	O	O	O	N
,	O	O	O	N
đặc_biệt	O	O	O	N
việc	O	O	O	N
bắt	O	O	O	N
hai	O	O	O	N
công_dân	O	O	O	N
Canada	O	O	O	N
với	O	O	O	N
cáo_buộc	O	O	O	N
gây	O	O	O	N
hại	O	O	O	N
cho	O	O	O	N
an_ninh	O	O	O	N
quốc_gia	O	O	O	N
để	O	O	O	N
gây	O	O	O	N
áp_lực	O	O	O	N
với	O	O	O	N
Ottawa	O	O	O	N
.	O	O	O	N

Trump	O	PER	T1	N
thảo_luận	Meet	O	T2	Entity-Arg:T1 Entity-Arg2:T3 
về	O	O	O	N
vùng	O	O	O	N
an_toàn	O	O	O	N
ở	O	O	O	N
Syria	O	O	O	N
với	O	O	O	N
vua	O	PER	T3	N
Jordan	O	PER	T3	N
.	O	O	O	N

Tổng_thống	O	O	O	N
Mỹ	O	O	O	N
Donald_Trump	O	O	O	N
.	O	O	O	N

Ảnh	O	O	O	N
:	O	O	O	N
Reuters	O	O	O	N

Tổng_thống	O	PER	T4	N
Donald_Trump	O	PER	T4	N
có	O	O	O	N
cuộc	O	O	O	N
gặp	Meet	O	T5	Entity-Arg:T4 Entity-Arg2:T6 Place-Arg:T7 
ngắn	O	O	O	N
với	O	O	O	N
nhà_vua	O	PER	T6	N
Jordan	O	PER	T6	N
tại	O	O	O	N
Washington	O	LOC	T7	N
hôm_qua	O	O	O	N
để	O	O	O	N
bàn	O	O	O	N
về	O	O	O	N
khả_năng	O	O	O	N
lập	O	O	O	N
vùng	O	O	O	N
an_toàn	O	O	O	N
ở	O	O	O	N
Syria	O	O	O	N
,	O	O	O	N
Reuters	O	O	O	N
dẫn	O	O	O	N
thông_cáo	O	O	O	N
của	O	O	O	N
Nhà_Trắng	O	O	O	N
.	O	O	O	N

Tổng_thống	O	O	O	N
Trump	O	O	O	N
cuối	O	O	O	N
tuần	O	O	O	N
trước	O	O	O	N
nói	O	O	O	N
ông	O	O	O	N
có_thể	O	O	O	N
lập	O	O	O	N
vùng	O	O	O	N
an_toàn	O	O	O	N
để	O	O	O	N
người	O	O	O	N
tị_nạn	O	O	O	N
Syria	O	O	O	N
tránh	O	O	O	N
bạo_lực	O	O	O	N
trong	O	O	O	N
cuộc	O	O	O	N
nội_chiến	O	O	O	N
ở	O	O	O	N
nước	O	O	O	N
này	O	O	O	N
.	O	O	O	N

Trump	O	O	O	N
từng	O	O	O	N
nói	O	O	O	N
châu_Âu	O	O	O	N
đã	O	O	O	N
phạm	O	O	O	N
sai_lầm	O	O	O	N
khi	O	O	O	N
nhận	O	O	O	N
hàng	O	O	O	N
triệu	O	O	O	N
người	O	PER	T8	N
tị_nạn	O	PER	T8	N
đến	Transport	O	T9	Artifact-Arg:T8 Origin-Arg:T10 
từ	O	O	O	N
Syria	O	GPE	T10	N
và	O	O	O	N
các	O	O	O	N
điểm_nóng	O	O	O	N
khác	O	O	O	N
ở	O	O	O	N
Trung_Đông	O	O	O	N
.	O	O	O	N

Ngoài	O	O	O	N
Syria	O	O	O	N
,	O	O	O	N
vùng	O	O	O	N
an_toàn	O	O	O	N
có_thể	O	O	O	N
được	O	O	O	N
thiết_lập	O	O	O	N
ở	O	O	O	N
nước	O	O	O	N
thứ	O	O	O	N
ba	O	O	O	N
,	O	O	O	N
song	O	O	O	N
thông_tin	O	O	O	N
chi_tiết	O	O	O	N
chưa	O	O	O	N
được	O	O	O	N
công_bố	O	O	O	N
.	O	O	O	N

Jordan	O	O	O	N
,	O	O	O	N
Thổ_Nhĩ_Kỳ	O	O	O	N
và	O	O	O	N
các	O	O	O	N
nước	O	O	O	N
láng_giềng	O	O	O	N
khác	O	O	O	N
của	O	O	O	N
Syria	O	O	O	N
đã	O	O	O	N
đón	O	O	O	N
hàng	O	O	O	N
triệu	O	O	O	N
người	O	O	O	N
tị_nạn	O	O	O	N
Syria	O	O	O	N
.	O	O	O	N

Người	O	O	O	N
tiền_nhiệm	O	O	O	N
của	O	O	O	N
Trump	O	O	O	N
là	O	O	O	N
Barack_Obama	O	O	O	N
phản_đối	O	O	O	N
việc	O	O	O	N
lập	O	O	O	N
vùng	O	O	O	N
an_toàn	O	O	O	N
vì	O	O	O	N
lo_ngại	O	O	O	N
Mỹ	O	O	O	N
sẽ	O	O	O	N
lún	O	O	O	N
sâu	O	O	O	N
vào_cuộc	O	O	O	N
xung_đột	O	O	O	N
đẫm	O	O	O	N
máu	O	O	O	N
ở	O	O	O	N
Syria	O	O	O	N
và	O	O	O	N
khả_năng	O	O	O	N
xảy	O	O	O	N
ra	O	O	O	N
đụng_độ	O	O	O	N
với	O	O	O	N
các	O	O	O	N
chiến_đấu	O	O	O	N
cơ	O	O	O	N
Nga	O	O	O	N
.	O	O	O	N

Văn_Việt	O	O	O	N

Xả	Attack	O	T1	Place-Arg:T2 
súng	Attack	O	T1	Place-Arg:T2 
tại	O	GPE	T2	N
Mỹ	O	GPE	T2	N
,	O	O	O	N
4	O	PER	T3	N
người	O	PER	T3	N
thiệt_mạng	Die	O	T4	Victim-Arg:T3 Place-Arg:T2 

Cảnh_sát	O	O	O	N
khu_vực	O	O	O	N
Jonessboro	O	O	O	N
,	O	O	O	N
bang	O	GPE	T6	N
Arkasas	O	GPE	T6	N
của	O	GPE	T6	N
Mỹ	O	GPE	T6	N
ngày	O	TIME	T7	N
3/5	O	TIME	T7	N
cho_biết	O	O	O	N
một	O	PER	T8	N
tay	O	PER	T8	N
súng	O	PER	T8	N
chưa	O	O	O	N
rõ	O	O	O	N
danh_tính	O	O	O	N
đã	O	O	O	N
xả	Attack	O	T5	Attacker-Arg:T8 Time-Arg:T7 Place-Arg:T6 Target-Arg:T9 
súng	Attack	O	T5	Attacker-Arg:T8 Time-Arg:T7 Place-Arg:T6 Target-Arg:T9 
vào	O	O	O	N
6	O	PER	T9	N
người	O	PER	T9	N
khi	O	O	O	N
họ	O	O	O	N
đang	O	O	O	N
ăn	O	O	O	N
tối	O	O	O	N
tại	O	O	O	N
nhà	O	O	O	N
khiến	O	O	O	N
2	O	PER	T10	N
người	O	O	O	N
thiệt_mạng	Die	O	T11	Victim-Arg:T10 
và	O	O	O	N
4	O	PER	T12	N
người	O	PER	T12	N
